off	2.44408
on	4.57781
off	5.31137
on	7.72459
off	7.91702
on	10.2079
off	10.5724
on	12.7084
off	13.3363
on	15.8675
off	16.5542
on	18.7979
off	19.2492
on	21.8283
off	22.2922
on	24.4844
off	25.8258
on	28.0028
off	28.8964
on	30.8606
1	1.18009
1	1.18009
1	2.36106
0	3.54032
0	3.54032
0	3.54032
0	3.54033
0	3.54034
0	3.54201
0	3.54201
1	4.72127
1	4.72127
1	4.72129
1	4.72129
1	4.72129
1	4.72129
1	4.72131
1	4.72131
1	4.72132
1	4.72134
1	4.72134
1	4.72173
1	4.72296
1	4.72339
0	5.90222
0	5.90224
0	5.90224
0	5.90226
0	5.90226
0	5.90228
0	5.90228
0	5.90229
0	5.90229
0	5.9023
0	5.9023
0	5.90233
0	5.90233
0	5.90236
0	5.90236
0	5.90265
0	5.90265
0	5.90267
0	5.90267
0	5.90268
0	5.90268
0	5.9027
0	5.9027
0	5.90272
0	5.90272
0	5.90273
0	5.90273
0	5.90275
0	5.90275
0	5.90279
0	5.90279
0	5.90315
0	5.90315
0	5.90357
0	5.90357
0	5.90477
0	5.90519
0	7.08318
0	7.08318
0	7.0832
0	7.0832
0	7.08321
0	7.08321
0	7.08323
0	7.08323
0	7.08325
0	7.08325
0	7.08326
0	7.08326
0	7.08328
0	7.08328
0	7.08331
0	7.08331
0	7.0836
0	7.0836
0	7.08362
0	7.08362
0	7.08364
0	7.08364
0	7.08365
0	7.08365
0	7.08367
0	7.08367
0	7.08369
0	7.08369
0	7.08371
0	7.08371
0	7.08374
0	7.08374
0	7.08403
0	7.08403
0	7.08405
0	7.08405
0	7.08406
0	7.08406
0	7.08408
0	7.08408
0	7.0841
0	7.0841
0	7.08411
0	7.08411
0	7.08413
0	7.08413
0	7.08416
0	7.08416
0	7.08447
0	7.08447
0	7.08449
0	7.08449
0	7.0845
0	7.0845
0	7.08452
0	7.08452
0	7.08454
0	7.08454
0	7.08455
0	7.08455
0	7.08459
0	7.08459
0	7.08496
0	7.08496
0	7.0853
0	7.0853
0	7.08539
0	7.08539
0	7.08572
0	7.08572
0	7.08581
0	7.08581
0	7.08615
0	7.08615
0	7.08624
0	7.08624
0	8.26415
0	8.26415
0	8.26417
0	8.26417
0	8.26418
0	8.26418
0	8.2642
0	8.2642
0	8.26422
0	8.26422
0	8.26423
0	8.26423
0	8.26427
0	8.26427
0	8.26458
0	8.26458
0	8.26459
0	8.26459
0	8.26461
0	8.26461
0	8.26463
0	8.26463
0	8.26464
0	8.26466
0	8.26469
0	8.265
0	8.26502
0	8.26503
0	8.26505
0	8.26507
0	8.26508
0	8.26512
0	8.26543
0	8.26544
0	8.26546
0	8.26547
0	8.26551
0	8.26554
0	8.26585
0	8.26587
0	8.26588
0	8.2659
0	8.26592
0	8.26593
0	8.26597
0	8.26625
0	8.26628
0	8.26629
0	8.26631
0	8.26632
0	8.26636
0	8.26639
0	8.26667
0	8.2667
0	8.26672
0	8.26673
0	8.26675
0	8.26677
0	8.26678
0	8.26682
0	8.2671
0	8.26713
0	8.26714
0	8.26716
0	8.26717
0	8.26721
0	8.26724
0	8.26762
0	8.26847
0	8.26931
0	8.27016
0	9.4447
0	9.44511
0	9.44512
0	9.44514
0	9.44515
0	9.44517
0	9.44519
0	9.44522
0	9.44553
0	9.44554
0	9.44556
0	9.44558
0	9.4456
0	9.4456
0	9.44562
0	9.44565
0	9.44594
0	9.44596
0	9.44597
0	9.44638
0	9.44639
0	9.44899
0	12.6835
